timestamp,vllm:gpu_cache_usage_perc,vllm:cpu_cache_usage_perc,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_swapped,vllm:prompt_tokens_total,vllm:generation_tokens_total,lmcache_local_cache_size,lmcache_remote_cache_size,lmcache_hit_tokens,lmcache_miss_tokens
2026-05-17T02:25:27.156558,0.0,0.0,0.0,0.0,0.0,1483.0,2344.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:28.164802,0.0,0.0,0.0,0.0,0.0,1483.0,2344.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:29.173744,0.0,0.0,0.0,0.0,0.0,1483.0,2344.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:30.181742,0.0,0.0,1.0,0.0,0.0,1527.0,2447.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:31.189984,0.0,0.0,1.0,0.0,0.0,1568.0,2499.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:32.197995,0.0,0.0,1.0,0.0,0.0,1568.0,2604.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:33.206160,0.0,0.0,1.0,0.0,0.0,1610.0,2656.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:34.214767,0.0,0.0,1.0,0.0,0.0,1610.0,2761.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:35.226013,0.0,0.0,1.0,0.0,0.0,1653.0,2813.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:36.236108,0.0,0.0,1.0,0.0,0.0,1653.0,2918.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:37.246197,0.0,0.0,1.0,0.0,0.0,1697.0,2970.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:38.255193,0.0,0.0,1.0,0.0,0.0,1697.0,3075.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:39.264536,0.0,0.0,1.0,0.0,0.0,1739.0,3127.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:40.274098,0.0,0.0,1.0,0.0,0.0,1739.0,3232.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:41.282619,0.0,0.0,0.0,0.0,0.0,1739.0,3237.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:42.290605,0.0,0.0,0.0,0.0,0.0,1739.0,3237.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:43.300446,0.0,0.0,1.0,0.0,0.0,1819.0,3283.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:44.309474,0.0,0.0,0.0,0.0,0.0,1819.0,3387.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:45.319306,0.0,0.0,1.0,0.0,0.0,1904.0,3440.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:46.328093,0.0,0.0,0.0,0.0,0.0,1904.0,3537.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:47.337626,0.0,0.0,1.0,0.0,0.0,1986.0,3597.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:48.346637,0.0,0.0,0.0,0.0,0.0,1986.0,3687.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:49.354986,0.0,0.0,0.0,0.0,0.0,2068.0,3720.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:50.364725,0.0,0.0,1.0,0.0,0.0,2149.0,3806.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:51.373097,0.0,0.0,0.0,0.0,0.0,2149.0,3870.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:52.382775,0.0,0.0,1.0,0.0,0.0,2228.0,3963.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:53.391449,0.0,0.0,0.0,0.0,0.0,2228.0,4020.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:54.401215,0.0,0.0,1.0,0.0,0.0,2311.0,4120.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:55.410615,0.0,0.0,1.0,0.0,0.0,2394.0,4172.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:56.420113,0.0,0.0,1.0,0.0,0.0,2394.0,4277.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:57.428270,0.0,0.0,0.0,0.0,0.0,2394.0,4320.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:58.435962,0.0,0.0,0.0,0.0,0.0,2394.0,4320.0,0.0,0.0,0.0,0.0
2026-05-17T02:25:59.445246,0.0,0.0,1.0,0.0,0.0,2476.0,4329.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:00.453768,0.0,0.0,0.0,0.0,0.0,2476.0,4383.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:01.462658,0.0,0.0,0.0,0.0,0.0,2558.0,4446.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:02.471489,0.0,0.0,0.0,0.0,0.0,2640.0,4509.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:03.480055,0.0,0.0,0.0,0.0,0.0,2722.0,4572.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:04.488293,0.0,0.0,0.0,0.0,0.0,2804.0,4635.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:05.498009,0.0,0.0,1.0,0.0,0.0,2886.0,4693.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:06.506274,0.0,0.0,0.0,0.0,0.0,2886.0,4698.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:07.513681,0.0,0.0,0.0,0.0,0.0,2886.0,4698.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:08.521282,0.0,0.0,0.0,0.0,0.0,2886.0,4698.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:09.529163,0.0,0.0,0.0,0.0,0.0,2886.0,4698.0,0.0,0.0,0.0,0.0
2026-05-17T02:26:10.536648,0.0,0.0,0.0,0.0,0.0,2886.0,4698.0,0.0,0.0,0.0,0.0
