timestamp,vllm:gpu_cache_usage_perc,vllm:cpu_cache_usage_perc,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_swapped,vllm:prompt_tokens_total,vllm:generation_tokens_total,lmcache_local_cache_size,lmcache_remote_cache_size,lmcache_hit_tokens,lmcache_miss_tokens
2026-04-16T21:19:17.143586,0.0,0.0,0.0,0.0,0.0,149.0,130.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:18.156611,0.0,0.0,0.0,0.0,0.0,149.0,130.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:19.171344,0.0,0.0,1.0,0.0,0.0,193.0,131.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:20.184030,0.0,0.0,1.0,0.0,0.0,193.0,233.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:21.197034,0.0,0.0,1.0,0.0,0.0,234.0,284.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:22.209393,0.0,0.0,1.0,0.0,0.0,234.0,389.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:23.221478,0.0,0.0,1.0,0.0,0.0,276.0,441.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:24.233546,0.0,0.0,1.0,0.0,0.0,276.0,546.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:25.246269,0.0,0.0,1.0,0.0,0.0,319.0,598.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:26.258517,0.0,0.0,1.0,0.0,0.0,319.0,703.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:27.271933,0.0,0.0,1.0,0.0,0.0,363.0,755.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:28.284282,0.0,0.0,1.0,0.0,0.0,363.0,860.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:29.297665,0.0,0.0,1.0,0.0,0.0,405.0,912.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:30.309965,0.0,0.0,0.0,0.0,0.0,405.0,1002.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:31.321536,0.0,0.0,0.0,0.0,0.0,405.0,1002.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:32.333332,0.0,0.0,0.0,0.0,0.0,405.0,1002.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:33.345635,0.0,0.0,1.0,0.0,0.0,485.0,1057.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:34.358228,0.0,0.0,0.0,0.0,0.0,485.0,1152.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:35.371822,0.0,0.0,1.0,0.0,0.0,570.0,1214.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:36.384169,0.0,0.0,0.0,0.0,0.0,570.0,1302.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:37.396144,0.0,0.0,1.0,0.0,0.0,652.0,1371.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:38.407585,0.0,0.0,0.0,0.0,0.0,652.0,1452.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:39.419846,0.0,0.0,0.0,0.0,0.0,734.0,1485.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:40.432895,0.0,0.0,1.0,0.0,0.0,815.0,1580.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:41.445091,0.0,0.0,0.0,0.0,0.0,815.0,1635.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:42.457579,0.0,0.0,1.0,0.0,0.0,894.0,1737.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:43.471327,0.0,0.0,1.0,0.0,0.0,977.0,1789.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:44.483267,0.0,0.0,1.0,0.0,0.0,977.0,1894.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:45.495711,0.0,0.0,1.0,0.0,0.0,1060.0,1946.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:46.508249,0.0,0.0,1.0,0.0,0.0,1060.0,2051.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:47.520407,0.0,0.0,0.0,0.0,0.0,1060.0,2085.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:48.533454,0.0,0.0,0.0,0.0,0.0,1060.0,2085.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:49.545447,0.0,0.0,1.0,0.0,0.0,1142.0,2103.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:50.557644,0.0,0.0,1.0,0.0,0.0,1224.0,2154.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:51.569524,0.0,0.0,0.0,0.0,0.0,1224.0,2227.0,0.0,0.0,0.0,0.0
2026-04-16T21:19:52.582203,0.0,0.0,0.0,0.0,0.0,1306.0,2309.0,0.0,0.0,0.0,0.0
